,EQUITY,EQUITY,EQUITY,DEBT,DEBT,DEBT
Date,Gross Purchase,Gross Sales,Net Purchase/Sales,Gross Purchase,Gross Sales,Net Purchase/Sales
04-Nov-2005,N.A.,N.A.,N.A.,117.24,124.84,-7.6
03-Nov-2005,N.A.,N.A.,N.A.,350.61,391.07,-40.46
02-Nov-2005,166.08,290.33,-124.25,847.69,198.64,649.05
01-Nov-2005,3.38,0.59,2.79,0,0,0
Total,6575.97,5995.73,580.24,6924.09,4290.9,2633.19
31-May-2004,123.4,182.97,-59.57,79.21,172.05,-92.84
29-May-2004,N.A.,N.A.,N.A.,9.73,10.15,-0.42
28-May-2004,150.52,226.11,-75.59,145.37,167.38,-22.01
27-May-2004,54.75,102.88,-48.13,196.14,151.13,45.01
26-May-2004,155.11,191.59,-36.48,181.65,55.02,126.63
25-May-2004,140.71,151.92,-11.21,325.17,156.18,168.99
24-May-2004,146.63,190.57,-43.94,394.02,135.15,258.87
22-May-2004,N.A.,N.A.,N.A.,57.38,239.19,-181.81
21-May-2004,106.74,96.88,9.86,119.82,180.26,-60.44
20-May-2004,183.43,133.4,50.03,245.14,254.46,-9.32
19-May-2004,136.77,257,-120.23,200.86,248.22,-47.36
18-May-2004,364.62,388.47,-23.85,161.47,118.88,42.59
17-May-2004,443.7,102.19,341.51,9.97,185.94,-175.97
15-May-2004,N.A.,N.A.,N.A.,55.88,37.42,18.46
14-May-2004,612.88,212.89,399.99,70.2,53.47,16.73
13-May-2004,405.63,275.03,130.6,133.29,166.73,-33.44
12-May-2004,343.4,118.18,225.22,376.12,322.23,53.89
11-May-2004,318.83,216.42,102.41,206.4,140.52,65.88
10-May-2004,260.67,123.46,137.21,224.09,222.77,1.32
08-May-2004,N.A.,N.A.,N.A.,47.56,41.75,5.81
07-May-2004,189.37,104.98,84.39,214.53,198.35,16.18
06-May-2004,246.86,239.63,7.23,307.69,158.32,149.37
05-May-2004,153.74,189.18,-35.44,351.08,102.17,248.91
04-May-2004,115.22,177.1,-61.88,0,0,0
03-May-2004,204.17,172.16,32.01,188.91,151.89,37.02
Total,4857.15,3853.01,1004.14,4301.68,3669.63,632.05
30-Jun-2010,649,559.7,89.3,2064.7,2217.2,-152.5
29-Jun-2010,582.4,664.6,-82.2,2359.8,3062.9,-703.1
28-Jun-2010,761.3,883.1,-121.8,2458.9,2983.5,-524.6
25-Jun-2010,569.8,841.8,-272,4971.8,3477.5,1494.3
24-Jun-2010,773.6,1188.2,-414.6,2596.5,1863.1,733.4
23-Jun-2010,391.4,1060.1,-668.7,1827.6,1210.5,617.1
22-Jun-2010,312.9,536.6,-223.7,367.7,81.5,286.2
21-Jun-2010,375.6,272.9,102.7,1055.3,949.4,105.9
18-Jun-2010,523.3,557.1,-33.8,3696.1,2425.8,1270.3
17-Jun-2010,365.3,657.7,-292.4,1705.9,2690,-984.1
16-Jun-2010,662.5,533.8,128.7,3516.6,3612.7,-96.1
15-Jun-2010,385.7,594.6,-208.9,1372.7,2189.7,-817
14-Jun-2010,515.3,402,113.3,2115.1,3277.7,-1162.6
11-Jun-2010,622.4,503.5,118.9,2829.4,3364.4,-535
10-Jun-2010,756.8,546.9,209.9,1938.9,2630.9,-692
09-Jun-2010,649.4,418.2,231.2,3733.1,4993.6,-1260.5
08-Jun-2010,599.6,572.5,27.1,2494.9,4578,-2083.1
07-Jun-2010,237.2,522.7,-285.5,2144.2,2951.5,-807.3
04-Jun-2010,412.1,423,-10.9,622.4,2558.3,-1935.9
03-Jun-2010,774,399.3,374.7,1223.6,4083.7,-2860.1
02-Jun-2010,843.5,704,139.5,4144.2,9164.2,-5020
01-Jun-2010,566.3,579.6,-13.3,1835.1,12352.1,-10517
Total,12329.4,13421.9,-1092.5,51074.5,76718.2,-25643.7
31-May-2012,400.1,857.4,-457.3,8502.7,7088.8,1413.9
30-May-2012,207.6,476,-268.4,5010.5,5835.5,-825
29-May-2012,241.1,363.2,-122.1,6101.6,4088.5,2013.1
28-May-2012,341.5,211.2,130.3,3836.5,2083.7,1752.8
25-May-2012,397,235.1,161.9,5723.2,2792.2,2931
24-May-2012,351.2,277,74.2,5007.2,2573.3,2433.9
23-May-2012,331.2,236.8,94.4,3729.4,2159.2,1570.2
22-May-2012,276.2,293.3,-17.1,3788,3212.8,575.2
21-May-2012,308.7,205.5,103.2,3569.6,2415.5,1154.1
18-May-2012,483.9,406.8,77.1,6075.8,3124.5,2951.3
17-May-2012,382.4,276.7,105.7,4176.9,2184,1992.9
16-May-2012,572.2,591.2,-19,3529.4,1738.4,1791
15-May-2012,550.4,358,192.4,3889.6,2544.7,1344.9
14-May-2012,362.3,308.2,54.1,3084,2571.9,512.1
11-May-2012,345.4,486.8,-141.4,3998.9,3338.2,660.7
10-May-2012,479.6,418.2,61.4,3419.3,2668.5,750.8
09-May-2012,582.1,487.5,94.6,4503.7,2487,2016.7
08-May-2012,432.8,483.7,-50.9,3170.6,2843.3,327.3
07-May-2012,650.5,621.6,28.9,2314.8,2940.4,-625.6
04-May-2012,471.5,675,-203.5,3669.4,4536.7,-867.3
03-May-2012,351,584.6,-233.6,3859.4,3048.4,811
02-May-2012,352.9,415.9,-63,3539.1,4665,-1125.9
Total,8871.6,9269.7,-398.1,94499.6,70940.5,23559.1
28-Jun-2002,26.66,72.36,-45.7,34.03,85.53,-51.5
27-Jun-2002,81.37,90.51,-9.14,295.38,263.28,32.1
26-Jun-2002,41.86,50.64,-8.78,193.25,101.01,92.24
25-Jun-2002,37.01,73.12,-36.11,280.63,108.37,172.26
24-Jun-2002,34.68,50.28,-15.6,264.51,152.08,112.43
22-Jun-2002,N.A.,N.A.,N.A.,9.7,20.73,-11.03
21-Jun-2002,37.95,62.54,-24.59,81.96,33.09,48.87
20-Jun-2002,67.59,95.42,-27.83,312.27,157.12,155.15
19-Jun-2002,37.2,95.45,-58.25,141.7,164.61,-22.91
18-Jun-2002,45.21,83.62,-38.41,147.55,134.12,13.43
17-Jun-2002,66.48,85.41,-18.93,71.17,67.29,3.88
15-Jun-2002,N.A.,N.A.,N.A.,30.72,5.19,25.53
14-Jun-2002,68.46,69.55,-1.09,140.9,62.8,78.1
13-Jun-2002,25.89,76.84,-50.95,135.16,63.04,72.12
12-Jun-2002,49.42,110.63,-61.21,153.81,63.18,90.63
11-Jun-2002,102.3,107.06,-4.76,213.59,112.2,101.39
10-Jun-2002,66.95,49.78,17.17,175.66,80.83,94.83
08-Jun-2002,N.A.,N.A.,N.A.,19.76,20.23,-0.47
07-Jun-2002,32.51,50.57,-18.06,96.13,124.42,-28.29
06-Jun-2002,60.3,88.22,-27.92,157.5,145.15,12.35
05-Jun-2002,83.99,68.04,15.95,76.43,139.67,-63.24
04-Jun-2002,45.88,58.79,-12.91,61.14,103.38,-42.24
03-Jun-2002,71.48,38.9,32.58,173.97,136.59,37.38
01-Jun-2002,N.A.,N.A.,N.A.,0,16.91,-16.91
Total,1083.19,1477.73,-394.54,3266.92,2360.82,906.1
31-Aug-2010,446.6,798.7,-352.1,4906.2,1367.3,3538.9
30-Aug-2010,386,377.8,8.2,3762.1,1312,2450.1
27-Aug-2010,498.8,433.1,65.7,6112.6,2004.6,4108
26-Aug-2010,713.5,736.7,-23.2,4071.4,1533.3,2538.1
25-Aug-2010,438,857.1,-419.1,2685.9,1107.9,1578
24-Aug-2010,500.2,1215.8,-715.6,3179.7,1030.8,2148.9
23-Aug-2010,745.9,750.1,-4.2,2247.7,1042.9,1204.8
21-Aug-2010,N.A.,N.A.,N.A.,9.9,0,9.9
20-Aug-2010,452.8,699.7,-246.9,1380.6,880.1,500.5
19-Aug-2010,739.9,721.5,18.4,0,0,0
18-Aug-2010,782,850.4,-68.4,1179.2,769.1,410.1
17-Aug-2010,565.4,735.4,-169.9,872.4,1351.9,-479.5
16-Aug-2010,410.5,744.5,-334,962,1589.1,-627.1
13-Aug-2010,885.1,894.9,-9.8,778.3,1608.1,-829.8
12-Aug-2010,779.5,919.3,-139.8,1693.4,1839.2,-145.8
11-Aug-2010,1054.3,939.9,114.4,1373.9,1292.1,81.8
10-Aug-2010,569.4,956.7,-387.3,1771.1,1112.5,658.6
09-Aug-2010,601.1,477.1,124,2438.6,1632.1,806.5
06-Aug-2010,516.1,839,-322.9,2430.3,1363.5,1066.8
05-Aug-2010,485.2,671.7,-186.5,2524.9,1681.2,843.7
04-Aug-2010,573.7,701.4,-127.7,2056.4,1252.3,804.1
03-Aug-2010,577.8,605.1,-27.3,3306.2,1191.1,2115.1
02-Aug-2010,602.2,567.8,34.4,1147.9,1688.1,-540.2
Total,13324,16493.7,-3169.6,50890.7,28649.2,22241.5
28-Mar-2013,841.5,681,160.5,14670.4,20978.3,-6307.9
26-Mar-2013,299.2,327.7,-28.5,17775.4,15163.6,2611.8
25-Mar-2013,442.3,616.1,-173.8,20441.3,11897.2,8544.1
22-Mar-2013,554.6,543.9,10.7,16220.9,11036.1,5184.8
21-Mar-2013,606.9,496,110.9,12707.8,10014.9,2692.9
20-Mar-2013,464.2,547,-82.8,13544.4,11505.5,2038.9
19-Mar-2013,439.2,619.5,-180.3,8091,6165.1,1925.9
18-Mar-2013,303.1,376.2,-73.1,14839.3,10880.7,3958.6
15-Mar-2013,474.5,582.6,-108.1,14461.5,8901.2,5560.3
14-Mar-2013,457.2,461.6,-4.4,8376.6,6567.7,1808.9
13-Mar-2013,209.7,418.1,-208.4,6176.3,4927.3,1249
12-Mar-2013,313.1,489.5,-176.4,9275.5,4664.2,4611.3
11-Mar-2013,188.6,631.1,-442.5,12157,5268.6,6888.4
08-Mar-2013,442.5,543.2,-100.7,9255.1,6527.4,2727.7
07-Mar-2013,250.8,372.2,-121.4,11246.2,8086.4,3159.8
06-Mar-2013,406.3,464.3,-58,7962.2,4677.1,3285.1
05-Mar-2013,413.2,439.4,-26.2,6918,2499.3,4418.7
04-Mar-2013,328,380.1,-52.1,9612.9,2888.4,6724.5
01-Mar-2013,441.2,500,-58.8,11598.6,4567.6,7031
Total,7876.1,9489.5,-1613.4,225330.4,157216.6,68113.8
30-Aug-2003,N.A.,N.A.,N.A.,170.59,93.05,77.54
29-Aug-2003,161.86,163.86,-2,171.26,190.14,-18.88
28-Aug-2003,204.74,223.79,-19.05,138.23,167.89,-29.66
27-Aug-2003,188.11,130.62,57.49,236.05,196.61,39.44
26-Aug-2003,170.95,138.98,31.97,682.2,210.96,471.24
25-Aug-2003,184.54,151.39,33.15,689.52,243.29,446.23
23-Aug-2003,N.A.,N.A.,N.A.,195.97,46.96,149.01
22-Aug-2003,156.47,86.9,69.57,83.78,154.4,-70.62
21-Aug-2003,197.19,143.59,53.6,212.34,196.84,15.5
20-Aug-2003,109.18,162.44,-53.26,184.22,135.09,49.13
19-Aug-2003,183.5,143.47,40.03,242.06,184.36,57.7
18-Aug-2003,127.6,109.41,18.19,386.99,180.01,206.98
16-Aug-2003,N.A.,N.A.,N.A.,80.9,42.46,38.44
14-Aug-2003,126.54,128.66,-2.12,153.05,153.56,-0.51
13-Aug-2003,117.36,150.55,-33.19,451.63,154.31,297.32
12-Aug-2003,83.33,97.31,-13.98,364.78,101.61,263.17
11-Aug-2003,107.95,74.94,33.01,228.9,170.08,58.82
09-Aug-2003,N.A.,N.A.,N.A.,28.33,18.51,9.82
08-Aug-2003,190.89,111.85,79.04,272.48,218.23,54.25
07-Aug-2003,184.24,112.51,71.73,355.25,268.48,86.77
06-Aug-2003,126.09,188.73,-62.64,222.82,208.86,13.96
05-Aug-2003,195.36,187.82,7.54,267.77,242.79,24.98
04-Aug-2003,133.03,122.99,10.04,278.38,120.69,157.69
02-Aug-2003,N.A.,N.A.,N.A.,94,61.47,32.53
01-Aug-2003,198.35,109.77,88.58,299.41,133.4,166.01
Total,3147.28,2739.58,407.7,6490.91,3894.05,2596.86
31-Dec-2012,383.6,427.1,-43.5,7983.4,8603.5,-620.1
28-Dec-2012,332.1,418.3,-86.2,9635.7,7728.6,1907.1
27-Dec-2012,496.5,436.3,60.2,9201.5,5780.5,3421
26-Dec-2012,378.4,392.6,-14.2,5565.1,5854,-288.9
24-Dec-2012,289.9,400.7,-110.8,6862.4,5811.7,1050.7
21-Dec-2012,681.9,591,90.9,6460.4,5131.5,1328.9
20-Dec-2012,460.4,551.3,-90.9,5405.5,3651.6,1753.9
19-Dec-2012,571.1,810.8,-239.7,5712.7,4780.9,931.8
18-Dec-2012,632.5,743.5,-111,6902.2,5042,1860.2
17-Dec-2012,462.7,742.6,-279.9,8670.5,4675.4,3995.1
14-Dec-2012,522.6,542.8,-20.2,7033.3,6905.5,127.8
13-Dec-2012,381.3,714.9,-333.6,5950.8,4484.5,1466.3
12-Dec-2012,1289.7,623.7,666,3614.7,1646.4,1968.3
11-Dec-2012,370.9,1096.2,-725.3,4573.5,3020.4,1553.1
10-Dec-2012,293.6,660.8,-367.2,4681.9,4145.4,536.5
07-Dec-2012,435.7,902.1,-466.4,5347.3,3621.5,1725.8
06-Dec-2012,421.1,620.6,-199.5,5597.6,2536.8,3060.8
05-Dec-2012,504.8,725.9,-221.1,7888.6,3231.7,4656.9
04-Dec-2012,633.5,663.6,-30.1,8742.3,2224.8,6517.5
03-Dec-2012,435.8,611.8,-176,9186.8,2613.2,6573.6
Total,9978.1,12676.6,-2698.5,135016.2,91489.9,43526.3
28-Feb-2004,N.A.,N.A.,N.A.,167.23,25.33,141.9
27-Feb-2004,131.15,194.63,-63.48,98.88,130.08,-31.2
26-Feb-2004,186.41,113.73,72.68,159.72,205.73,-46.01
25-Feb-2004,118.52,137.74,-19.22,402.3,592.14,-189.84
24-Feb-2004,105.21,71.33,33.88,238.7,233.13,5.57
23-Feb-2004,93.89,153.1,-59.21,216.98,165.94,51.04
21-Feb-2004,N.A.,N.A.,N.A.,88.71,54.49,34.22
20-Feb-2004,98.5,129.85,-31.35,112.92,109.64,3.28
19-Feb-2004,133.43,131.62,1.81,107.51,207.79,-100.28
18-Feb-2004,79.77,169.81,-90.03,0,0,0
17-Feb-2004,102.55,252.75,-150.2,159.22,171.18,-11.96
16-Feb-2004,77.73,142.19,-64.46,77.13,81.41,-4.28
14-Feb-2004,N.A.,N.A.,N.A.,30.77,77.78,-47.01
13-Feb-2004,217.2,198.55,18.65,81.47,129.98,-48.51
12-Feb-2004,162.37,117.26,45.11,116.07,193.34,-77.27
11-Feb-2004,69.27,117.94,-48.67,70.77,107.97,-37.2
10-Feb-2004,95.4,254.16,-158.76,104.73,227.68,-122.95
09-Feb-2004,122.96,169.68,-46.72,225.09,188.31,36.78
07-Feb-2004,N.A.,N.A.,N.A.,88.66,59.12,29.54
06-Feb-2004,114.56,193.25,-78.69,71.56,104.65,-33.09
05-Feb-2004,220.7,189.06,31.64,176.3,197.02,-20.72
04-Feb-2004,210.37,280.44,-70.07,214.53,223.66,-9.13
03-Feb-2004,266.22,122.83,143.39,169.74,26.45,143.29
Total,2606.21,3139.92,-533.7,3178.99,3512.82,-333.83
25-Oct-2000,108.53,15.11,93.42,0,0,0
24-Oct-2000,81.45,13.15,68.3,0,0,0
23-Oct-2000,70.07,60.29,9.78,0,0,0
20-Oct-2000,124.58,38.07,86.51,0,0,0
19-Oct-2000,117.38,15.31,102.07,0,0,0
18-Oct-2000,45.17,59.97,-14.8,0,0,0
17-Oct-2000,94.74,44.13,50.61,0,0,0
16-Oct-2000,64.29,58.6,5.69,0,0,0
13-Oct-2000,52.83,64.48,-11.65,0,0,0
12-Oct-2000,46.19,53.56,-7.37,0,0,0
11-Oct-2000,48.33,158.36,-110.03,0,0,0
10-Oct-2000,38.34,41.58,-3.24,0,0,0
09-Oct-2000,13.74,70.8,-57.06,0,0,0
06-Oct-2000,38.71,36.55,2.16,0,0,0
05-Oct-2000,35.26,79.34,-44.08,0,0,0
04-Oct-2000,19.93,22.08,-2.15,0,0,0
03-Oct-2000,21.9,10.16,11.74,0,0,0
Total,1021.44,841.54,179.9,0,0,0
30-May-2014,1148.1,805,343.1,7756.5,7425.8,330.7
29-May-2014,1571.7,1307.2,264.5,5477.1,4194.8,1282.3
28-May-2014,842.5,776.1,66.4,5785.1,3669.1,2116
27-May-2014,703,603,100,7324.7,5903.8,1420.9
26-May-2014,1347.6,938.2,409.4,10847.2,8257,2590.2
23-May-2014,1095,973.4,121.6,13881.5,7529.7,6351.8
22-May-2014,1179.3,934.4,244.9,11372,4886.9,6485.1
21-May-2014,808.6,1073.7,-265.1,8633.8,3579.7,5054.1
20-May-2014,747.7,1276.3,-528.6,7680.4,3293.7,4386.7
19-May-2014,1726.4,2013.8,-287.4,5959,4520.7,1438.3
16-May-2014,1902,1644.7,257.3,6264.9,3629.7,2635.2
15-May-2014,808.1,1114.8,-306.7,5811.3,5671.1,140.2
14-May-2014,690.7,949.5,-258.8,15.4,1,14.4
13-May-2014,787.3,1096.1,-308.8,7851.9,4875.2,2976.7
12-May-2014,825.4,1013.5,-188.1,4710.5,2950.6,1759.9
09-May-2014,946.8,777.9,168.9,5320.7,3371.7,1949
08-May-2014,674.6,589.8,84.8,8025.9,5899.7,2126.2
07-May-2014,707.2,761.1,-53.9,7704.6,5049.3,2655.3
06-May-2014,895.1,608,287.1,6086.3,5251,835.3
05-May-2014,562.6,482.9,79.7,8040.2,6625.3,1414.9
02-May-2014,429.8,554.7,-124.9,10900.3,8183.4,2716.9
Total,20399.5,20294.1,105.4,155449.3,104769.2,50680.1
30-Jan-2008,858.2,442,416.2,1306.8,1344.1,-37.3
29-Jan-2008,443.2,560.9,-117.7,601.8,807.2,-205.4
28-Jan-2008,798.5,429.7,368.8,962.1,700.6,261.5
25-Jan-2008,1319.2,1098,221,468.5,792.5,-324
24-Jan-2008,1310.4,960.3,350.1,916.3,915.9,0.4
23-Jan-2008,3033.5,2159.2,874.3,1443.8,3451.6,-2007.8
22-Jan-2008,2813.3,1618.2,1195.1,1760.7,1354.6,406.1
21-Jan-2008,3062,1060.3,2001.7,1006.6,868.8,137.8
18-Jan-2008,1077.2,1348.4,-271.2,913.7,1094.7,-181
17-Jan-2008,1455.5,994.6,460.9,1167.7,2033.1,-865.4
16-Jan-2008,1413.5,1473.1,-59.6,912.8,1683,-770.2
15-Jan-2008,573.1,1092.5,-519.4,398.9,1347.5,-948.6
14-Jan-2008,857.7,1409.1,-551.4,580.5,1740.8,-1160.3
11-Jan-2008,755,1029.2,-274.2,681.8,1225.5,-543.7
10-Jan-2008,1204.7,1158.4,46.3,1532.3,1111.6,316.4
09-Jan-2008,774.7,975.9,-201.2,844.9,1501.6,-656.7
08-Jan-2008,1263.6,1251.1,12.5,1382.1,2340.1,-958
07-Jan-2008,1187.1,1157.1,30,1269.2,1052.1,217.1
04-Jan-2008,1609.2,992.6,616.6,1501.5,455.9,1045.6
03-Jan-2008,1835.2,1345.2,490,1545,1436,109
02-Jan-2008,1142.1,846.8,295.3,2167.1,1461.5,705.6
01-Jan-2008,1078.3,910.8,167.5,1155.8,971.3,184.5
Total,29865.2,24313.4,5551.6,24519.9,29690,-5274.4
31-Jul-2003,180.85,178.34,2.51,384.76,184.99,199.77
30-Jul-2003,139,56.39,82.61,24.3,0,24.3
29-Jul-2003,93.45,93.49,-0.04,200.62,60.83,139.79
28-Jul-2003,110.31,105.19,5.12,320.23,294.42,25.81
26-Jul-2003,N.A.,N.A.,N.A.,84.99,56.1,28.89
25-Jul-2003,139.78,66.81,72.97,358.68,188.26,170.42
24-Jul-2003,214.09,146.81,67.28,374.65,146.31,228.34
23-Jul-2003,128.13,66.86,61.27,293.23,107.37,185.86
22-Jul-2003,67.33,106.15,-38.82,324.35,195.14,129.21
21-Jul-2003,103.09,148.15,-45.06,372.32,148.08,224.24
19-Jul-2003,N.A.,N.A.,N.A.,92.84,52.87,39.97
18-Jul-2003,65.85,81.39,-15.54,199.29,200.33,-1.04
17-Jul-2003,102.86,167.59,-64.73,152.92,101.6,51.32
16-Jul-2003,152.58,79.08,73.5,310.45,229.7,80.75
15-Jul-2003,88.43,159.14,-70.71,429.35,187.66,241.69
14-Jul-2003,62.4,73.91,-11.51,265.56,146.8,118.76
12-Jul-2003,N.A.,N.A.,N.A.,16.93,11.42,5.51
11-Jul-2003,119.84,113.6,6.24,214.19,110.88,103.31
10-Jul-2003,247.19,187.19,60,429.22,145.16,284.06
09-Jul-2003,60.42,112.64,-52.22,249.2,106.72,142.48
08-Jul-2003,82.43,123.66,-41.23,150.53,161.41,-10.88
07-Jul-2003,79.23,82.33,-3.1,156.9,86.92,69.98
05-Jul-2003,N.A.,N.A.,N.A.,71.55,0,71.55
04-Jul-2003,64.44,82.97,-18.53,171.32,133.1,38.22
03-Jul-2003,135.32,155.56,-20.24,317.6,120.88,196.72
02-Jul-2003,136.56,106.79,29.77,412.07,67.69,344.38
01-Jul-2003,68.63,77.05,-8.42,95.81,67.5,28.31
Total,2642.21,2571.09,71.12,6473.86,3312.14,3161.72
30-Nov-2012,660.3,1192.1,-531.8,12129.9,4660,7469.9
29-Nov-2012,687,1092.3,-405.3,10021.7,4720,5301.7
27-Nov-2012,602.1,789.4,-187.3,7397.8,3315.4,4082.4
26-Nov-2012,273.8,482.5,-208.7,7164.7,3308.2,3856.5
23-Nov-2012,352,334.5,17.5,7631.9,4154.6,3477.3
22-Nov-2012,323,405.6,-82.6,7228,3928.7,3299.3
21-Nov-2012,373.4,349.5,23.9,6344.1,4389.6,1954.5
20-Nov-2012,379.6,326.2,53.4,4962.1,3100.1,1862
19-Nov-2012,328.4,411.9,-83.5,6081.7,3052.6,3029.1
16-Nov-2012,475.9,584.4,-108.5,5384.9,3576,1808.9
15-Nov-2012,381.3,676.5,-295.2,4180.7,1490.9,2689.8
13-Nov-2012,28.4,10.7,17.7,0,0,0
12-Nov-2012,503,499.7,3.3,3691.4,2794.3,897.1
11-Nov-2012,N.A.,6.3,-6.3,0,0,0
09-Nov-2012,210.6,454.6,-244,2860,4140.3,-1280.3
08-Nov-2012,474.9,471.1,3.8,3824.4,3472.4,352
07-Nov-2012,539.4,662.4,-123,5449.3,5118.9,330.4
06-Nov-2012,413.4,648.4,-235,3869.9,2834.9,1035
05-Nov-2012,316.1,405.5,-89.4,3319.6,2693.6,626
02-Nov-2012,524.5,513,11.5,3068.7,3444.1,-375.4
01-Nov-2012,401.6,329.1,72.5,4840.9,2497.4,2343.5
Total,8248.7,10645.7,-2397,109451.7,66692,42759.7
31-May-2013,556.9,574.7,-17.8,8443.9,8560.7,-116.8
30-May-2013,526.9,623.3,-96.4,6498.6,4177.4,2321.2
29-May-2013,375.6,468.4,-92.8,6417.6,3917.6,2500
28-May-2013,198,401.7,-203.7,3693.4,3070.5,622.9
27-May-2013,368.9,539.9,-171,6277.3,4711,1566.3
24-May-2013,791.7,460.2,331.5,6093.6,3920.5,2173.1
23-May-2013,469.7,747.5,-277.8,4522.1,3453.5,1068.6
22-May-2013,345.2,617.6,-272.4,5211.5,6228.9,-1017.4
21-May-2013,478.5,687.6,-209.1,5497.5,6055,-557.5
20-May-2013,346,656,-310,7132.1,5805,1327.1
17-May-2013,462.8,720,-257.2,6686.3,4596.9,2089.4
16-May-2013,577.8,611.3,-33.5,6789.5,4303.9,2485.6
15-May-2013,647.2,760.7,-113.5,6912.2,5619.9,1292.3
14-May-2013,209.8,212.6,-2.8,4593.2,2837.2,1756
13-May-2013,194.3,330.5,-136.2,7126.4,6422,704.4
11-May-2013,N.A.,4.1,-4.1,0,0,0
10-May-2013,197.8,240.2,-42.4,3562.5,3955.3,-392.8
09-May-2013,313.5,523.8,-210.3,5931.3,4636.2,1295.1
08-May-2013,308.8,543.5,-234.7,6528.3,4657.1,1871.2
07-May-2013,333.7,535.2,-201.5,6233,4755.6,1477.4
06-May-2013,334.9,534.7,-199.8,7898.8,7205.9,692.9
03-May-2013,458.2,913.3,-455.1,7249.5,6195.8,1053.7
02-May-2013,571.1,868.5,-297.4,9690.4,7063.5,2626.9
Total,9067.3,12575.3,-3508,138989,112149.4,26839.6
30-Mar-2001,1.31,109.99,-100.68,0,0,0
29-Mar-2001,11.68,51.96,-40.28,0,0,0
28-Mar-2001,28.64,54.78,-26.14,0,0,0
27-Mar-2001,54.11,26.72,27.39,0,0,0
26-Mar-2001,13.12,24.91,-11.79,0,0,0
23-Mar-2001,54.09,30.25,23.84,0,0,0
22-Mar-2001,15.98,68.17,-52.19,0,0,0
21-Mar-2001,24.76,36.22,-11.46,0,0,0
20-Mar-2001,7.75,38.15,-30.4,0,0,0
19-Mar-2001,10.33,65.55,-55.22,0,0,0
16-Mar-2001,115.23,147.26,-32.03,0,0,0
15-Mar-2001,71,68.93,2.07,0,0,0
14-Mar-2001,79.53,58.92,20.61,0,0,0
13-Mar-2001,129.57,163.5,-33.93,0,0,0
12-Mar-2001,103.58,81.6,21.98,0,0,0
09-Mar-2001,72.97,147.78,-74.81,0,0,0
08-Mar-2001,63.66,78.86,-15.2,0,0,0
07-Mar-2001,123.14,89.99,33.15,0,0,0
05-Mar-2001,153.95,70.64,83.31,0,0,0
02-Mar-2001,114.27,219.55,-105.28,0,0,0
01-Mar-2001,156.52,136.64,19.88,0,0,0
Total,1405.19,1770.37,-357.18,0,0,0
30-Aug-2013,1019.8,762.7,257.1,4874.7,4608.6,266.1
29-Aug-2013,1021.3,696.7,324.6,3564.9,3330.4,234.5
28-Aug-2013,881.6,1026.3,-144.7,4941.2,3825.6,1115.6
27-Aug-2013,609.7,747,-137.3,3149.7,2067.2,1082.5
26-Aug-2013,558.1,610.7,-52.6,3382.1,1638.7,1743.4
23-Aug-2013,608.2,339.8,268.4,4547.9,2920.4,1627.5
22-Aug-2013,813.1,495.6,317.5,2200,1979.5,220.5
21-Aug-2013,646.7,381.8,264.9,3708.8,3979.8,-271
20-Aug-2013,836.3,409.2,427.1,2146.3,3260.4,-1114.1
19-Aug-2013,546.2,475.7,70.5,2171.4,3377.6,-1206.2
16-Aug-2013,585.8,653.6,-67.8,2195.7,2983.4,-787.7
14-Aug-2013,492,468.8,23.2,1792.9,3347,-1554.1
13-Aug-2013,568.2,500.8,67.4,1875.7,2731.8,-856.1
12-Aug-2013,516.9,424.7,92.2,3413.6,5121.1,-1707.5
08-Aug-2013,642.8,378,264.8,5247.4,2837.9,2409.5
07-Aug-2013,840.4,570.1,270.3,2718.8,2926.8,-208
06-Aug-2013,382.1,854,-471.9,2839.6,2621.6,218
05-Aug-2013,403,395.3,7.7,2776.6,1619.4,1157.2
02-Aug-2013,468.8,734.2,-265.4,3786.2,2809.1,977.1
01-Aug-2013,668,577.1,90.9,3834.9,3430.3,404.6
Total,13109,11502.1,1606.9,65168.4,61416.6,3751.8
30-Sep-2014,1163,607.6,555.4,4419.5,5848.6,-1429.1
29-Sep-2014,833.7,445.9,387.8,8421.5,10075.7,-1654.2
26-Sep-2014,1766.5,465.8,1300.7,6569,7210,-641
25-Sep-2014,1819,1378.9,440.1,9108.2,8163.1,945.1
24-Sep-2014,889.5,646.8,242.7,4996.2,4229.1,767.1
23-Sep-2014,1223.5,1044.7,178.8,6871.6,6951.4,-79.8
22-Sep-2014,681,540.3,140.7,7143.4,4360.2,2783.2
19-Sep-2014,702.5,541.9,160.6,11650.7,7956.6,3694.1
18-Sep-2014,901.5,446.9,454.6,5866,10136.2,-4270.2
17-Sep-2014,767.2,434.5,332.7,6645.7,4201.7,2444
16-Sep-2014,1002.2,714.3,287.9,5041.1,4552.8,488.3
15-Sep-2014,797.5,812,-14.5,6297.3,6414.8,-117.5
12-Sep-2014,956.8,744.2,212.6,4818.3,3029.5,1788.8
11-Sep-2014,859.2,887.5,-28.3,5629.8,3882.4,1747.4
10-Sep-2014,654.6,800,-145.4,7014.8,5824.4,1190.4
09-Sep-2014,493.9,777.6,-283.7,4979.6,6763,-1783.4
08-Sep-2014,795.3,722.1,73.2,4813.1,2897.6,1915.5
